1016.00,44.00,22.56,4.00
1016.00,44.00,21.98,4.00
1016.00,49.00,21.32,4.00
1017.00,56.00,20.72,4.00
1017.00,56.00,20.32,4.00
1017.00,56.00,19.66,2.00
1018.00,56.00,18.99,2.00
1018.00,62.00,18.65,2.00
1018.00,68.00,18.30,2.00
1018.00,72.00,18.07,2.00
1018.00,72.00,18.23,2.00
1019.00,77.00,18.85,2.00
1019.00,73.00,20.60,4.00
1020.00,64.00,23.67,4.00
1020.00,61.00,25.73,4.00
1020.00,61.00,26.47,4.00
1020.00,58.00,27.99,4.00
1016.00,54.00,28.52,4.00
1018.00,54.00,29.02,4.00
1015.00,53.00,29.24,4.00
1015.00,52.00,29.26,4.00
1015.00,54.00,28.94,4.00
1015.00,55.00,28.18,4.00
1018.00,54.00,27.57,4.00
1015.00,57.00,27.18,4.00
1018.00,57.00,26.34,4.00
1018.00,61.00,25.61,4.00
1018.00,61.00,25.38,4.00
1018.00,61.00,24.76,4.00
1018.00,61.00,24.74,4.00
1018.00,69.00,24.08,4.00
1018.00,78.00,23.41,4.00
1018.00,78.00,23.04,4.00
1018.00,78.00,22.47,4.00
1018.00,88.00,22.13,4.00
1018.00,73.00,21.46,4.00
1015.00,72.00,21.78,4.00
1019.00,73.00,23.47,4.00
1019.00,73.00,24.38,4.00
1019.00,65.00,25.98,4.00
1018.00,58.00,27.39,4.00
1017.00,58.00,27.90,4.00
1016.00,51.00,28.15,4.00
1016.00,54.00,27.44,4.00
1016.00,54.00,26.40,4.00
1016.00,54.00,24.66,4.00
1016.00,53.00,21.45,4.00
1017.00,60.00,18.08,2.00
1018.00,67.00,16.11,2.00
1019.00,67.00,15.24,2.00
1020.00,63.00,14.82,2.00
1020.00,67.00,14.25,2.00
1020.00,67.00,13.77,2.00
1020.00,67.00,13.29,2.00
1020.00,67.00,12.81,2.00
1020.00,66.00,12.56,2.00
1020.00,66.00,12.10,2.00
1021.00,71.00,11.69,2.00
1021.00,66.00,11.24,2.00
1021.00,71.00,11.07,2.00
1021.00,71.00,10.86,2.00
1022.00,76.00,11.08,2.00
1022.00,71.00,11.57,2.00
1022.00,76.00,11.79,2.00
1022.00,66.00,12.53,2.00
1021.00,66.00,12.73,2.00
1021.00,62.00,12.97,2.00
1021.00,71.00,12.56,2.00
1021.00,62.00,11.76,2.00
1021.00,66.00,11.07,2.00
1022.00,66.00,10.15,2.00
1023.00,76.00,9.13,1.00
1024.00,81.00,8.88,1.00
1024.00,70.00,8.76,1.00
1025.00,66.00,8.64,1.00
1025.00,66.00,8.63,1.00
1025.00,66.00,8.92,1.00
1025.00,66.00,8.96,1.00
1025.00,66.00,9.01,1.00
1025.00,61.00,9.05,1.00
1025.00,61.00,9.26,1.00
1025.00,61.00,9.13,1.00
1026.00,57.00,9.05,1.00
1026.00,66.00,9.13,1.00
1027.00,65.00,9.34,1.00
1026.00,53.00,9.83,1.00
1027.00,53.00,10.20,2.00
1026.00,50.00,10.58,2.00
1025.00,40.00,11.30,2.00
1024.00,60.00,11.43,2.00
1024.00,57.00,11.44,2.00
1023.00,60.00,11.57,2.00
1023.00,60.00,11.15,2.00
1023.00,53.00,10.78,2.00
1024.00,50.00,10.28,2.00
1024.00,53.00,9.95,1.00
1024.00,61.00,10.08,2.00
1025.00,57.00,10.08,2.00
1024.00,53.00,10.24,2.00
1024.00,50.00,9.20,1.00
1024.00,57.00,7.75,1.00
1024.00,75.00,6.85,1.00
1024.00,75.00,6.25,1.00
1024.00,75.00,5.64,1.00
1024.00,75.00,5.31,1.00
1024.00,81.00,4.78,1.00
1024.00,75.00,4.85,1.00
1025.00,81.00,5.44,1.00
1025.00,66.00,9.18,1.00
1025.00,53.00,11.88,2.00
1025.00,50.00,13.99,2.00
1025.00,48.00,15.00,2.00
1024.00,43.00,16.24,2.00
1022.00,44.00,17.59,2.00
1021.00,43.00,18.13,2.00
1020.00,44.00,18.91,2.00
1019.00,37.00,19.06,2.00
1019.00,42.00,18.22,2.00
1018.00,42.00,16.52,2.00
1019.00,48.00,14.95,2.00
1019.00,51.00,14.12,2.00
1019.00,58.00,13.34,2.00
1019.00,58.00,12.97,2.00
1019.00,66.00,12.73,2.00
1018.00,66.00,12.07,2.00
1018.00,76.00,11.65,2.00
1018.00,76.00,11.45,2.00
1017.00,78.00,12.03,2.00
1017.00,80.00,12.61,2.00
1017.00,83.00,13.19,2.00
1017.00,76.00,13.34,2.00
1017.00,76.00,13.75,2.00
1017.00,76.00,14.75,2.00
1017.00,77.00,16.06,2.00
1017.00,74.00,17.98,2.00
1016.00,63.00,19.66,2.00
1015.00,64.00,20.66,4.00
1013.00,60.00,22.03,4.00
1012.00,66.00,23.29,4.00
1012.00,63.00,25.30,4.00
1008.00,59.00,25.88,4.00
1004.00,55.00,26.45,4.00
1004.00,55.00,26.45,4.00
1004.00,55.00,26.45,4.00
1004.00,55.00,26.45,4.00
1004.00,55.00,26.45,4.00
1004.00,55.00,26.45,4.00
1006.00,75.00,21.96,4.00
1009.00,95.00,17.47,2.00
1015.00,88.00,18.12,2.00
1016.00,88.00,17.71,2.00
1016.00,93.00,17.51,2.00
1017.00,100.00,17.14,2.00
1017.00,93.00,16.87,2.00
1018.00,93.00,17.14,2.00
1019.00,100.00,17.69,2.00
1020.00,100.00,18.17,2.00
1020.00,100.00,18.07,2.00
1018.00,95.00,18.39,2.00
1016.00,91.00,18.71,2.00
1014.00,87.00,19.03,2.00
1012.00,83.00,19.35,2.00
1012.00,83.00,19.35,2.00
1019.00,77.00,21.35,4.00
1019.00,77.00,21.29,4.00
1019.00,77.00,20.97,4.00
1019.00,73.00,20.49,4.00
1019.00,73.00,20.40,4.00
1020.00,73.00,20.30,4.00
1020.00,73.00,20.08,4.00
1020.00,77.00,19.59,2.00
1020.00,82.00,18.97,2.00
1019.00,88.00,18.66,2.00
1019.00,82.00,18.79,2.00
1019.00,82.00,18.44,2.00
1019.00,88.00,18.92,2.00
1019.00,88.00,19.33,2.00
1019.00,83.00,19.95,2.00
1020.00,88.00,20.53,4.00
1020.00,83.00,20.99,4.00
1020.00,88.00,21.83,4.00
1021.00,83.00,22.77,4.00
1021.00,88.00,23.35,4.00
1021.00,83.00,24.15,4.00
1020.00,87.00,24.56,4.00
1020.00,86.00,25.56,4.00
1019.00,74.00,27.92,4.00
1018.00,65.00,28.93,4.00
1018.00,65.00,28.79,4.00
1017.00,65.00,28.07,4.00
1015.00,63.00,28.27,4.00
1014.00,62.00,28.46,4.00
1013.00,61.00,28.66,4.00
1012.00,59.00,28.85,4.00
1010.00,58.00,29.05,4.00
1020.00,88.00,22.07,4.00
1020.00,83.00,21.47,4.00
1020.00,83.00,21.46,4.00
1020.00,83.00,21.59,4.00
1020.00,83.00,21.64,4.00
1020.00,100.00,21.69,4.00
1020.00,88.00,21.47,4.00
1021.00,88.00,21.43,4.00
1021.00,88.00,21.70,4.00
1022.00,83.00,22.82,4.00
1022.00,78.00,24.26,4.00
1022.00,69.00,25.58,4.00
1022.00,65.00,26.36,4.00
1021.00,61.00,27.99,4.00
1020.00,58.00,28.69,4.00
1019.00,63.00,29.02,4.00
1019.00,54.00,29.30,4.00
1019.00,54.00,29.05,4.00
1018.00,51.00,28.34,4.00
1019.00,58.00,27.00,4.00
1019.00,65.00,25.75,4.00
1019.00,65.00,24.90,4.00
1019.00,69.00,24.19,4.00
1019.00,73.00,23.70,4.00
1019.00,73.00,23.56,4.00
1018.00,73.00,23.26,4.00
1018.00,78.00,22.85,4.00
1018.00,73.00,22.58,4.00
1017.00,78.00,22.10,4.00
1017.00,83.00,21.92,4.00
1017.00,83.00,22.09,4.00
1017.00,78.00,22.41,4.00
1017.00,78.00,22.59,4.00
1017.00,78.00,23.55,4.00
1018.00,73.00,24.73,4.00
1017.00,69.00,25.53,4.00
1016.00,69.00,25.75,4.00
1015.00,65.00,26.96,4.00
1014.00,65.00,27.15,4.00
1013.00,65.00,27.10,4.00
1012.00,65.00,26.31,4.00
1011.00,74.00,25.79,4.00
1011.00,74.00,25.78,4.00
1011.00,74.00,25.62,4.00
1011.00,74.00,25.62,4.00
1011.00,74.00,25.36,4.00
1011.00,78.00,25.00,4.00
1011.00,78.00,24.87,4.00
1011.00,74.00,24.12,4.00
1011.00,74.00,21.66,4.00
1013.00,88.00,20.07,4.00
1012.00,88.00,19.60,2.00
1013.00,88.00,19.56,2.00
1013.00,83.00,19.27,2.00
1014.00,93.00,18.24,2.00
1015.00,88.00,17.11,2.00
1016.00,82.00,16.29,2.00
1017.00,63.00,18.44,2.00
1017.00,71.00,20.05,4.00
1017.00,62.00,22.09,4.00
1018.00,55.00,23.91,4.00
1018.00,48.00,25.13,4.00
1017.00,44.00,26.24,4.00
1017.00,42.00,26.70,4.00
1017.00,34.00,26.92,4.00
1017.00,36.00,26.68,4.00
1017.00,36.00,25.71,4.00
1017.00,44.00,23.60,4.00
1018.00,49.00,21.47,4.00
1018.00,56.00,19.84,2.00
1019.00,63.00,18.99,2.00
1019.00,68.00,17.91,2.00
1019.00,72.00,16.87,2.00
1019.00,77.00,16.22,2.00
1019.00,72.00,15.72,2.00
1019.00,77.00,14.85,2.00
1019.00,82.00,14.03,2.00
1019.00,82.00,13.58,2.00
1019.00,87.00,13.04,2.00
1019.00,87.00,12.84,2.00
1020.00,87.00,13.25,2.00
1020.00,96.00,15.23,2.00
1020.00,56.00,20.11,4.00
1020.00,46.00,23.53,4.00
1020.00,38.00,25.02,4.00
1018.00,36.00,25.74,4.00
1017.00,28.00,26.87,4.00
1016.00,28.00,27.16,4.00
1016.00,26.00,27.54,4.00
1015.00,28.00,27.36,4.00
1015.00,28.00,25.66,4.00
1015.00,36.00,22.80,4.00
1015.00,40.00,21.26,4.00
1016.00,38.00,20.36,4.00
1016.00,72.00,19.95,2.00
1016.00,42.00,18.22,2.00
1016.00,52.00,17.39,2.00
1015.00,55.00,17.04,2.00
1014.00,63.00,16.54,2.00
1014.00,63.00,16.53,2.00
1014.00,63.00,16.10,2.00
1013.00,67.00,16.05,2.00
1013.00,63.00,15.82,2.00
1013.00,72.00,15.83,2.00
1013.00,67.00,16.46,2.00
1013.00,63.00,17.17,2.00
1012.00,77.00,18.11,2.00
1012.00,72.00,19.22,2.00
1011.00,70.00,20.13,4.00
1007.00,67.00,21.43,4.00
1009.00,58.00,22.25,4.00
1008.00,59.00,23.24,4.00
1007.00,59.00,23.61,4.00
1006.00,59.00,23.60,4.00
1006.00,56.00,22.89,4.00
1006.00,64.00,21.36,4.00
1006.00,72.00,20.49,4.00
1006.00,82.00,18.93,2.00
1006.00,88.00,19.15,2.00
1006.00,88.00,19.68,2.00
1006.00,77.00,20.30,4.00
1005.00,77.00,20.82,4.00
1005.00,77.00,20.78,4.00
1005.00,77.00,20.53,4.00
1005.00,77.00,20.66,4.00
1004.00,82.00,19.81,2.00
1003.00,82.00,19.86,2.00
1003.00,77.00,20.62,4.00
1002.00,77.00,20.82,4.00
1002.00,83.00,21.53,4.00
1002.00,81.00,22.79,4.00
1003.00,69.00,25.62,4.00
1001.00,59.00,26.98,4.00
1001.00,50.00,28.49,4.00
1001.00,37.00,29.58,4.00
1001.00,36.00,29.59,4.00
1002.00,27.00,29.54,4.00
1002.00,30.00,28.71,4.00
1004.00,42.00,27.86,4.00
1005.00,30.00,25.85,4.00
1006.00,29.00,24.38,4.00
1007.00,44.00,23.32,4.00
1008.00,47.00,21.92,4.00
1009.00,42.00,19.06,2.00
1009.00,42.00,17.89,2.00
1009.00,45.00,18.16,2.00
1011.00,28.00,18.21,2.00
1011.00,25.00,17.47,2.00
1011.00,25.00,16.48,2.00
1012.00,31.00,14.95,2.00
1013.00,35.00,13.55,2.00
1014.00,41.00,12.76,2.00
1014.00,50.00,12.74,2.00
1015.00,47.00,15.50,2.00
1016.00,32.00,18.55,2.00
1017.00,22.00,20.99,4.00
1017.00,17.00,22.90,4.00
1016.00,15.00,23.40,4.00
1015.00,15.00,23.51,4.00
1015.00,16.00,23.57,4.00
1015.00,18.00,23.31,4.00
1014.00,17.00,22.80,4.00
1014.00,17.00,22.06,4.00
1014.00,22.00,19.32,2.00
1015.00,32.00,17.37,2.00
1016.00,39.00,16.30,2.00
1016.00,41.00,14.59,2.00
1016.00,58.00,13.32,2.00
1016.00,54.00,12.62,2.00
1015.00,44.00,12.16,2.00
1015.00,41.00,11.87,2.00
1015.00,47.00,11.74,2.00
1015.00,58.00,11.04,2.00
1015.00,58.00,11.28,2.00
1016.00,71.00,11.05,2.00
1016.00,62.00,10.54,2.00
1016.00,62.00,10.96,2.00
1017.00,47.00,13.96,2.00
1018.00,41.00,16.82,2.00
1018.00,29.00,19.68,2.00
1017.00,18.00,21.87,4.00
1016.00,16.00,23.15,4.00
1015.00,18.00,23.66,4.00
1014.00,16.00,24.46,4.00
1014.00,16.00,24.78,4.00
1013.00,15.00,24.73,4.00
1013.00,15.00,23.44,4.00
1013.00,20.00,20.35,4.00
1013.00,48.00,17.19,2.00
1013.00,51.00,15.95,2.00
1013.00,55.00,15.20,2.00
1013.00,51.00,14.84,2.00
1013.00,58.00,14.38,2.00
1012.00,59.00,14.17,2.00
1012.00,60.00,13.97,2.00
1012.00,62.00,13.76,2.00
1012.00,63.00,13.56,2.00
1012.00,64.00,13.35,2.00
1012.00,66.00,13.14,2.00
1012.00,67.00,12.94,2.00
1012.00,69.00,12.73,2.00
1011.00,67.00,14.51,2.00
1010.00,65.00,16.28,2.00
1010.00,63.00,18.06,2.00
1009.00,61.00,19.84,2.00
1009.00,59.00,21.61,4.00
1008.00,57.00,23.39,4.00
1008.00,55.00,25.17,4.00
1007.00,53.00,26.94,4.00
1007.00,51.00,28.72,4.00
1007.00,61.00,28.09,4.00
1007.00,62.00,27.29,4.00
1007.00,63.00,26.50,4.00
1007.00,64.00,25.70,4.00
1008.00,65.00,24.90,4.00
1008.00,69.00,24.56,4.00
1008.00,78.00,24.37,4.00
1009.00,83.00,24.34,4.00
1009.00,78.00,24.54,4.00
1009.00,78.00,24.65,4.00
1009.00,78.00,24.72,4.00
1009.00,73.00,24.60,4.00
1009.00,73.00,24.22,4.00
1007.00,75.00,24.20,4.00
1006.00,77.00,24.19,4.00
1005.00,80.00,24.17,4.00
1004.00,82.00,24.15,4.00
1012.00,65.00,26.81,4.00
1011.00,72.00,27.24,4.00
1012.00,65.00,28.31,4.00
1009.00,65.00,28.63,4.00
1009.00,60.00,29.93,4.00
1009.00,48.00,30.35,5.00
1009.00,46.00,30.52,5.00
1009.00,48.00,29.71,4.00
1010.00,54.00,28.53,4.00
1011.00,58.00,27.76,4.00
1011.00,58.00,27.25,4.00
1012.00,61.00,26.57,4.00
1012.00,65.00,26.18,4.00
1012.00,69.00,25.49,4.00
1012.00,73.00,24.79,4.00
1012.00,78.00,23.99,4.00
1013.00,73.00,23.76,4.00
1013.00,78.00,23.50,4.00
1013.00,83.00,23.35,4.00
1014.00,83.00,23.15,4.00
1014.00,83.00,22.99,4.00
1014.00,88.00,23.03,4.00
1015.00,83.00,23.76,4.00
1016.00,83.00,24.59,4.00
1016.00,74.00,26.08,4.00
1016.00,65.00,27.40,4.00
1014.00,63.00,27.80,4.00
1015.00,60.00,24.47,4.00
1015.00,60.00,24.82,4.00
1014.00,57.00,25.63,4.00
1013.00,57.00,25.80,4.00
1014.00,61.00,25.12,4.00
1013.00,73.00,24.25,4.00
1012.00,78.00,23.75,4.00
1013.00,78.00,23.47,4.00
1013.00,78.00,23.35,4.00
1013.00,83.00,22.97,4.00
1014.00,83.00,22.75,4.00
1013.00,73.00,22.76,4.00
1013.00,73.00,22.51,4.00
1014.00,78.00,22.10,4.00
1014.00,78.00,21.93,4.00
1014.00,78.00,21.81,4.00
1014.00,83.00,21.84,4.00
1014.00,83.00,21.68,4.00
1015.00,83.00,21.77,4.00
1015.00,83.00,22.27,4.00
1015.00,78.00,23.38,4.00
1015.00,65.00,25.36,4.00
1015.00,61.00,26.61,4.00
1014.00,61.00,27.23,4.00
1012.00,69.00,27.63,4.00
1012.00,68.00,27.91,4.00
1011.00,67.00,28.08,4.00
1012.00,51.00,28.01,4.00
1012.00,58.00,27.02,4.00
1012.00,61.00,26.07,4.00
1013.00,61.00,25.37,4.00
1013.00,65.00,24.72,4.00
1013.00,69.00,24.27,4.00
1014.00,61.00,23.87,4.00
1014.00,73.00,22.95,4.00
1014.00,69.00,22.64,4.00
1014.00,64.00,22.26,4.00
1013.00,68.00,21.99,4.00
1013.00,68.00,21.80,4.00
1013.00,68.00,21.34,4.00
1014.00,77.00,21.07,4.00
1014.00,83.00,20.98,4.00
1015.00,88.00,20.72,4.00
1015.00,83.00,21.40,4.00
1016.00,78.00,22.07,4.00
1016.00,78.00,23.00,4.00
1015.00,69.00,24.82,4.00
1015.00,57.00,26.07,4.00
1013.00,51.00,27.77,4.00
1012.00,45.00,28.35,4.00
1011.00,48.00,28.49,4.00
1011.00,48.00,27.84,4.00
1011.00,51.00,27.17,4.00
1011.00,54.00,26.21,4.00
1011.00,57.00,25.49,4.00
1011.00,57.00,24.87,4.00
1011.00,64.00,24.03,4.00
1011.00,64.00,23.50,4.00
1011.00,69.00,22.96,4.00
1010.00,64.00,22.80,4.00
1010.00,69.00,22.76,4.00
1010.00,78.00,22.60,4.00
1010.00,78.00,21.96,4.00
1010.00,83.00,21.95,4.00
1011.00,83.00,21.88,4.00
1011.00,78.00,21.88,4.00
1011.00,83.00,21.91,4.00
1012.00,78.00,22.80,4.00
1012.00,73.00,24.18,4.00
1013.00,65.00,25.30,4.00
1013.00,61.00,25.45,4.00
1011.00,74.00,25.84,4.00
1011.00,74.00,25.58,4.00
1012.00,81.00,21.44,4.00
1013.00,72.00,17.61,2.00
1015.00,67.00,16.52,2.00
1015.00,59.00,16.19,2.00
1016.00,59.00,16.03,2.00
1017.00,55.00,15.23,2.00
1018.00,54.00,14.49,2.00
1018.00,51.00,14.49,2.00
1019.00,50.00,13.57,2.00
1019.00,58.00,12.26,2.00
1020.00,58.00,11.72,2.00
1020.00,54.00,11.36,2.00
1020.00,71.00,10.90,2.00
1020.00,62.00,10.61,2.00
1020.00,57.00,10.15,2.00
1021.00,61.00,9.95,1.00
1022.00,61.00,9.50,1.00
1023.00,66.00,8.96,1.00
1024.00,66.00,8.92,1.00
1024.00,72.00,9.09,1.00
1025.00,61.00,10.12,2.00
1025.00,57.00,10.58,2.00
1025.00,57.00,10.75,2.00
1025.00,57.00,11.29,2.00
1025.00,50.00,12.19,2.00
1024.00,43.00,12.48,2.00
1024.00,43.00,12.35,2.00
1024.00,74.00,11.64,2.00
1025.00,55.00,11.05,2.00
1026.00,54.00,10.31,2.00
1026.00,46.00,9.53,1.00
1027.00,49.00,8.92,1.00
1027.00,49.00,8.34,1.00
1027.00,49.00,7.55,1.00
1027.00,49.00,7.26,1.00
1026.00,52.00,6.44,1.00
1026.00,52.00,6.03,1.00
1026.00,60.00,5.56,1.00
1026.00,69.00,4.47,1.00
1026.00,69.00,3.81,1.00
1026.00,74.00,3.34,1.00
1027.00,74.00,3.22,1.00
1028.00,65.00,5.08,1.00
1028.00,56.00,6.90,1.00
1028.00,61.00,8.42,1.00
1027.00,53.00,10.31,2.00
1026.00,40.00,12.18,2.00
1024.00,37.00,12.93,2.00
1023.00,33.00,13.89,2.00
1022.00,28.00,14.28,2.00
1022.00,26.00,14.27,2.00
1022.00,28.00,13.26,2.00
1022.00,26.00,11.27,2.00
1023.00,48.00,10.12,2.00
1023.00,59.00,8.78,1.00
1024.00,66.00,8.00,1.00
1024.00,39.00,7.31,1.00
1024.00,45.00,6.81,1.00
1024.00,65.00,5.83,1.00
1024.00,66.00,5.52,1.00
1024.00,75.00,5.11,1.00
1024.00,87.00,4.74,1.00
1024.00,69.00,4.13,1.00
1025.00,74.00,3.72,1.00
1025.00,69.00,3.54,1.00
1025.00,74.00,3.48,1.00
1026.00,60.00,6.45,1.00
1027.00,60.00,9.27,1.00
1026.00,40.00,12.46,2.00
1026.00,30.00,14.31,2.00
1026.00,33.00,14.99,2.00
1024.00,23.00,16.29,2.00
1023.00,25.00,16.61,2.00
1024.00,30.00,16.91,2.00
1022.00,22.00,16.85,2.00
1022.00,23.00,15.73,2.00
1023.00,33.00,13.17,2.00
1023.00,40.00,11.05,2.00
1024.00,77.00,10.33,2.00
1024.00,57.00,9.02,1.00
1024.00,34.00,8.56,1.00
1024.00,39.00,8.04,1.00
1024.00,65.00,6.71,1.00
1025.00,65.00,6.29,1.00
1025.00,65.00,5.76,1.00
1025.00,75.00,5.45,1.00
1025.00,80.00,4.69,1.00
1024.00,45.00,4.39,1.00
1025.00,60.00,4.29,1.00
1025.00,80.00,4.54,1.00
1028.00,79.00,6.86,1.00
1027.00,53.00,11.22,2.00
1027.00,41.00,14.18,2.00
1026.00,26.00,16.44,2.00
1025.00,23.00,17.74,2.00
1024.00,27.00,18.42,2.00
1023.00,26.00,19.15,2.00
1022.00,25.00,19.69,2.00
1021.00,22.00,19.63,2.00
1021.00,24.00,18.21,2.00
1021.00,57.00,16.06,2.00
1022.00,66.00,13.95,2.00
1022.00,72.00,12.20,2.00
1021.00,46.00,11.25,2.00
1021.00,60.00,10.66,2.00
1020.00,50.00,9.80,1.00
1020.00,50.00,9.30,1.00
1020.00,65.00,8.49,1.00
1020.00,61.00,8.35,1.00
1019.00,60.00,8.05,1.00
1019.00,61.00,7.62,1.00
1019.00,59.00,7.21,1.00
1019.00,70.00,7.04,1.00
1018.00,70.00,7.13,1.00
1019.00,57.00,10.19,2.00
1020.00,53.00,13.27,2.00
1019.00,41.00,17.45,2.00
1019.00,40.00,19.06,2.00
1018.00,40.00,20.83,4.00
1017.00,38.00,22.58,4.00
1016.00,37.00,23.69,4.00
1013.00,30.00,24.31,4.00
1015.00,33.00,24.15,4.00
1015.00,42.00,23.29,4.00
1015.00,33.00,20.37,4.00
1015.00,69.00,18.46,2.00
1015.00,55.00,17.94,2.00
1015.00,45.00,17.36,2.00
1015.00,42.00,16.92,2.00
1014.00,51.00,16.50,2.00
1015.00,55.00,16.44,2.00
1015.00,55.00,15.70,2.00
1015.00,62.00,14.58,2.00
1015.00,58.00,14.24,2.00
1014.00,62.00,13.82,2.00
1015.00,62.00,13.16,2.00
1015.00,71.00,12.66,2.00
1015.00,76.00,12.59,2.00
1016.00,71.00,15.41,2.00
1017.00,55.00,17.57,2.00
1017.00,48.00,19.63,2.00
1017.00,40.00,22.21,4.00
1017.00,38.00,24.56,4.00
1016.00,29.00,26.37,4.00
1015.00,28.00,27.52,4.00
1015.00,33.00,27.86,4.00
1015.00,28.00,27.61,4.00
1015.00,30.00,25.96,4.00
1015.00,35.00,22.94,4.00
1016.00,40.00,19.96,2.00
1016.00,63.00,18.57,2.00
1016.00,67.00,17.36,2.00
1016.00,63.00,16.54,2.00
1016.00,59.00,15.68,2.00
1016.00,77.00,14.92,2.00
1016.00,82.00,14.11,2.00
1016.00,76.00,13.57,2.00
1016.00,81.00,12.96,2.00
1016.00,76.00,12.49,2.00
1016.00,66.00,11.95,2.00
1017.00,95.00,11.43,2.00
1017.00,81.00,11.06,2.00
1018.00,96.00,13.29,2.00
1018.00,72.00,16.78,2.00
1018.00,60.00,20.48,4.00
1018.00,41.00,24.39,4.00
1017.00,44.00,25.65,4.00
1015.00,40.00,27.33,4.00
1014.00,39.00,28.55,4.00
1014.00,35.00,29.60,4.00
1013.00,34.00,29.99,4.00
1013.00,42.00,28.72,4.00
1011.00,41.00,26.05,4.00
1014.00,46.00,23.06,4.00
1014.00,56.00,21.34,4.00
1014.00,46.00,20.80,4.00
1014.00,43.00,21.07,4.00
1014.00,53.00,21.69,4.00
1014.00,53.00,20.91,4.00
1014.00,60.00,20.04,4.00
1014.00,49.00,19.33,2.00
1014.00,59.00,18.18,2.00
1014.00,59.00,17.24,2.00
1015.00,63.00,16.27,2.00
1015.00,73.00,15.90,2.00
1015.00,72.00,16.11,2.00
1015.00,67.00,17.90,2.00
1016.00,70.00,20.42,4.00
1016.00,56.00,24.22,4.00
1016.00,47.00,26.53,4.00
1014.00,50.00,27.63,4.00
1013.00,41.00,29.35,4.00
1013.00,30.00,30.08,5.00
1012.00,32.00,30.20,5.00
1012.00,30.00,29.74,4.00
1012.00,25.00,28.00,4.00
1013.00,29.00,25.52,4.00
1013.00,34.00,24.49,4.00
1014.00,44.00,23.58,4.00
1014.00,49.00,22.71,4.00
1014.00,53.00,22.06,4.00
1015.00,46.00,21.68,4.00
1014.00,60.00,21.02,4.00
1014.00,64.00,20.86,4.00
1015.00,72.00,20.12,4.00
1015.00,72.00,19.54,2.00
1015.00,74.00,19.31,2.00
1016.00,77.00,19.08,2.00
1017.00,88.00,18.06,2.00
1018.00,82.00,17.94,2.00
1018.00,88.00,19.09,2.00
1018.00,83.00,20.84,4.00
1018.00,76.00,22.72,4.00
1018.00,61.00,25.34,4.00
1017.00,60.00,26.11,4.00
1016.00,58.00,27.31,4.00
